country,date,new_deaths,new_deaths_smooth,total_deaths,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential,traffic_retail_smooth,traffic_supermarket_smooth,traffic_parks_smooth,traffic_transit_stations_smooth,traffic_workplaces_smooth,traffic_residential_smooth
Moldova,2020-09-24,8.0,11,1252.0,-0.13,-0.03,0.0,-0.15,-0.22,-0.04,-0.08,-0.02,0.1,-0.13,-0.17,-0.04
Moldova,2020-09-25,12.0,11,1264.0,-0.17,-0.05,-0.01,-0.18,-0.21,-0.03,-0.09,-0.03,0.08,-0.14,-0.16,-0.04
Moldova,2020-09-26,15.0,11,1279.0,-0.2,-0.1,-0.05,-0.19,-0.1,-0.06,-0.11,-0.04,0.05,-0.15,-0.17,-0.04
Moldova,2020-09-27,8.0,12,1287.0,-0.11,-0.03,0.03,-0.14,-0.07,-0.05,-0.12,-0.04,0.03,-0.15,-0.18,-0.04
Moldova,2020-09-28,14.0,12,1301.0,-0.15,-0.14,-0.01,-0.18,-0.2,-0.02,-0.14,-0.05,-0.0,-0.16,-0.18,-0.04
Moldova,2020-09-29,9.0,11,1310.0,-0.22,-0.1,-0.21,-0.21,-0.22,0.0,-0.15,-0.06,-0.04,-0.17,-0.18,-0.03
Moldova,2020-09-30,10.0,10,1320.0,-0.08,0.07,-0.05,-0.08,-0.21,-0.06,-0.15,-0.05,-0.04,-0.16,-0.18,-0.04
Moldova,2020-10-01,16.0,12,1336.0,-0.14,0.0,-0.03,-0.12,-0.2,-0.06,-0.15,-0.05,-0.05,-0.16,-0.17,-0.04
Moldova,2020-10-02,8.0,11,1344.0,-0.17,-0.02,-0.04,-0.12,-0.19,-0.06,-0.15,-0.05,-0.05,-0.15,-0.17,-0.04
Moldova,2020-10-03,9.0,10,1353.0,-0.17,-0.04,-0.03,-0.15,-0.11,-0.08,-0.15,-0.04,-0.05,-0.14,-0.17,-0.05
Moldova,2020-10-04,13.0,11,1366.0,-0.11,-0.01,0.03,-0.12,-0.1,-0.08,-0.15,-0.03,-0.05,-0.14,-0.18,-0.05
Moldova,2020-10-05,9.0,10,1375.0,-0.15,-0.12,-0.03,-0.15,-0.21,-0.06,-0.15,-0.03,-0.05,-0.14,-0.18,-0.06
Moldova,2020-10-06,14.0,11,1389.0,-0.15,-0.02,-0.09,-0.11,-0.21,-0.06,-0.14,-0.02,-0.03,-0.12,-0.18,-0.07
Moldova,2020-10-07,17.0,12,1406.0,-0.1,0.05,-0.03,-0.07,-0.19,-0.06,-0.14,-0.02,-0.03,-0.12,-0.17,-0.07
Moldova,2020-10-08,18.0,12,1424.0,-0.18,-0.06,-0.15,-0.16,-0.19,-0.03,-0.15,-0.03,-0.05,-0.13,-0.17,-0.06
Moldova,2020-10-09,18.0,14,1442.0,-0.17,-0.01,-0.05,-0.17,-0.17,-0.03,-0.15,-0.03,-0.05,-0.13,-0.17,-0.06
Moldova,2020-10-10,16.0,15,1458.0,-0.15,-0.03,-0.02,-0.17,-0.1,-0.05,-0.14,-0.03,-0.05,-0.14,-0.17,-0.05
Moldova,2020-10-11,3.0,13,1461.0,-0.09,0.0,0.07,-0.14,-0.07,-0.06,-0.14,-0.03,-0.04,-0.14,-0.16,-0.05
Moldova,2020-10-12,17.0,14,1478.0,-0.15,-0.11,-0.01,-0.16,-0.18,-0.03,-0.14,-0.03,-0.04,-0.14,-0.16,-0.05
Moldova,2020-10-13,17.0,15,1495.0,-0.12,0.03,-0.09,-0.11,-0.17,-0.03,-0.14,-0.02,-0.04,-0.14,-0.15,-0.04
Moldova,2020-10-14,19.0,15,1514.0,0.0,0.09,0.14,-0.08,-0.36,-0.01,-0.12,-0.01,-0.02,-0.14,-0.18,-0.03
Moldova,2020-10-15,16.0,15,1530.0,-0.14,-0.01,-0.07,-0.12,-0.17,-0.03,-0.12,-0.01,-0.0,-0.14,-0.17,-0.03
Moldova,2020-10-16,19.0,15,1549.0,-0.17,-0.01,-0.04,-0.14,-0.16,-0.03,-0.12,-0.01,-0.0,-0.13,-0.17,-0.03
Moldova,2020-10-17,20.0,15,1569.0,-0.19,-0.05,-0.17,-0.2,-0.09,-0.03,-0.12,-0.01,-0.02,-0.14,-0.17,-0.03
Moldova,2020-10-18,15.0,17,1584.0,-0.12,0.0,-0.02,-0.14,-0.09,-0.05,-0.13,-0.01,-0.04,-0.14,-0.17,-0.03
Moldova,2020-10-19,16.0,17,1600.0,-0.17,-0.13,-0.15,-0.19,-0.17,-0.02,-0.13,-0.01,-0.06,-0.14,-0.17,-0.03
Moldova,2020-10-20,17.0,17,1617.0,-0.15,-0.02,-0.14,-0.14,-0.16,-0.02,-0.13,-0.02,-0.06,-0.14,-0.17,-0.03
Moldova,2020-10-21,13.0,16,1630.0,-0.11,0.04,-0.12,-0.11,-0.15,-0.04,-0.15,-0.03,-0.1,-0.15,-0.14,-0.03
Moldova,2020-10-22,11.0,15,1641.0,-0.11,0.01,0.0,-0.11,-0.14,-0.04,-0.15,-0.02,-0.09,-0.15,-0.14,-0.03
Moldova,2020-10-23,13.0,15,1654.0,-0.15,-0.01,0.0,-0.14,-0.13,-0.04,-0.14,-0.02,-0.09,-0.15,-0.13,-0.03
Moldova,2020-10-24,15.0,14,1669.0,-0.18,-0.05,-0.04,-0.18,-0.1,-0.06,-0.14,-0.02,-0.07,-0.14,-0.13,-0.04
Moldova,2020-10-25,16.0,14,1685.0,-0.13,0.0,-0.02,-0.13,-0.08,-0.06,-0.14,-0.02,-0.07,-0.14,-0.13,-0.04
Moldova,2020-10-26,15.0,14,1700.0,-0.18,-0.13,-0.08,-0.19,-0.25,-0.01,-0.14,-0.02,-0.06,-0.14,-0.14,-0.04
Moldova,2020-10-27,10.0,13,1710.0,-0.13,0.01,-0.09,-0.12,-0.26,-0.02,-0.14,-0.02,-0.05,-0.14,-0.16,-0.04
Moldova,2020-10-28,19.0,14,1729.0,-0.14,0.0,-0.14,-0.16,-0.26,-0.02,-0.15,-0.02,-0.05,-0.15,-0.17,-0.04
Moldova,2020-10-29,18.0,15,1747.0,-0.15,-0.04,-0.1,-0.16,-0.26,-0.02,-0.15,-0.03,-0.07,-0.15,-0.19,-0.03
Moldova,2020-10-30,19.0,16,1766.0,-0.23,-0.09,-0.2,-0.22,-0.26,-0.01,-0.16,-0.04,-0.1,-0.17,-0.21,-0.03
Moldova,2020-10-31,19.0,16,1785.0,-0.22,-0.08,-0.22,-0.27,-0.11,-0.04,-0.17,-0.05,-0.12,-0.18,-0.21,-0.03
Moldova,2020-11-01,15.0,16,1800.0,-0.25,-0.12,-0.29,-0.33,-0.13,-0.05,-0.19,-0.06,-0.16,-0.21,-0.22,-0.02
Moldova,2020-11-02,18.0,16,1818.0,-0.22,-0.18,-0.17,-0.24,-0.26,0.0,-0.19,-0.07,-0.17,-0.21,-0.22,-0.02
Moldova,2020-11-03,20.0,18,1838.0,-0.16,-0.03,-0.15,-0.17,-0.16,-0.02,-0.2,-0.08,-0.18,-0.22,-0.21,-0.02
Moldova,2020-11-04,13.0,17,1851.0,-0.14,0.02,-0.17,-0.15,-0.17,-0.04,-0.2,-0.07,-0.19,-0.22,-0.19,-0.03
Moldova,2020-11-05,15.0,17,1866.0,-0.17,-0.02,-0.15,-0.19,-0.16,-0.03,-0.2,-0.07,-0.19,-0.22,-0.18,-0.03
Moldova,2020-11-06,16.0,16,1882.0,-0.2,-0.04,-0.18,-0.24,-0.16,-0.03,-0.19,-0.06,-0.19,-0.23,-0.16,-0.03
Moldova,2020-11-07,9.0,15,1891.0,-0.2,-0.05,-0.18,-0.25,-0.16,-0.05,-0.19,-0.06,-0.18,-0.22,-0.17,-0.03
Moldova,2020-11-08,2.0,13,1893.0,-0.14,-0.04,-0.03,-0.2,-0.14,-0.07,-0.18,-0.05,-0.15,-0.21,-0.17,-0.03
Moldova,2020-11-09,19.0,13,1912.0,-0.24,-0.19,-0.23,-0.27,-0.2,-0.01,-0.18,-0.05,-0.16,-0.21,-0.16,-0.04
Moldova,2020-11-10,18.0,13,1930.0,-0.18,-0.04,-0.19,-0.23,-0.17,-0.02,-0.18,-0.05,-0.16,-0.22,-0.17,-0.04
Moldova,2020-11-11,20.0,14,1950.0,-0.12,0.04,-0.17,-0.15,-0.18,-0.04,-0.18,-0.05,-0.16,-0.22,-0.17,-0.04
Moldova,2020-11-12,19.0,14,1969.0,-0.17,-0.02,-0.19,-0.21,-0.17,-0.02,-0.18,-0.05,-0.17,-0.22,-0.17,-0.03
Moldova,2020-11-13,18.0,15,1987.0,-0.19,-0.03,-0.2,-0.22,-0.17,-0.02,-0.18,-0.05,-0.17,-0.22,-0.17,-0.03
Moldova,2020-11-14,19.0,16,2006.0,-0.19,-0.04,-0.2,-0.24,-0.13,-0.05,-0.18,-0.05,-0.17,-0.22,-0.17,-0.03
Moldova,2020-11-15,13.0,18,2019.0,-0.08,0.04,-0.04,-0.18,-0.1,-0.08,-0.17,-0.03,-0.17,-0.21,-0.16,-0.03
Moldova,2020-11-16,16.0,17,2035.0,-0.23,-0.19,-0.23,-0.29,-0.27,0.0,-0.17,-0.03,-0.17,-0.22,-0.17,-0.03
Moldova,2020-11-17,19.0,17,2054.0,-0.23,-0.08,-0.31,-0.27,-0.18,-0.01,-0.17,-0.04,-0.19,-0.22,-0.17,-0.03
Moldova,2020-11-18,18.0,17,2072.0,-0.19,-0.02,-0.31,-0.22,-0.19,-0.02,-0.18,-0.05,-0.21,-0.23,-0.17,-0.03
Moldova,2020-11-19,19.0,17,2091.0,-0.2,-0.05,-0.25,-0.23,-0.18,-0.01,-0.19,-0.05,-0.22,-0.24,-0.17,-0.03
Moldova,2020-11-20,20.0,17,2111.0,-0.23,-0.05,-0.26,-0.24,-0.17,-0.01,-0.19,-0.06,-0.23,-0.24,-0.17,-0.03
Moldova,2020-11-21,19.0,17,2130.0,-0.22,-0.06,-0.26,-0.28,-0.19,-0.04,-0.2,-0.06,-0.24,-0.24,-0.18,-0.02
Moldova,2020-11-22,19.0,18,2149.0,-0.21,-0.11,-0.2,-0.29,-0.18,-0.04,-0.22,-0.08,-0.26,-0.26,-0.19,-0.02
Moldova,2020-11-23,20.0,19,2169.0,-0.24,-0.2,-0.22,-0.3,-0.18,-0.01,-0.22,-0.08,-0.26,-0.26,-0.18,-0.02
Moldova,2020-11-24,19.0,19,2188.0,-0.23,-0.09,-0.24,-0.26,-0.18,-0.01,-0.22,-0.08,-0.25,-0.26,-0.18,-0.02
Slovenia,2020-02-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2020-02-15,0.0,0,0.0,0.11,0.05,0.41,0.22,0.07,-0.03,0.02,0.01,0.06,0.03,0.01,-0.0
Slovenia,2020-02-16,0.0,0,0.0,0.11,0.06,0.44,0.13,0.02,-0.03,0.03,0.02,0.12,0.05,0.01,-0.01
Slovenia,2020-02-17,0.0,0,0.0,0.01,0.0,0.15,-0.06,-0.1,0.01,0.03,0.02,0.14,0.04,-0.0,-0.01
Slovenia,2020-02-18,0.0,0,0.0,0.05,0.02,0.09,-0.04,-0.09,0.01,0.04,0.02,0.16,0.04,-0.01,-0.01
Slovenia,2020-02-19,0.0,0,0.0,0.04,0.01,0.12,-0.04,-0.09,0.0,0.05,0.02,0.17,0.03,-0.03,-0.01
Slovenia,2020-02-20,0.0,0,0.0,0.04,0.01,0.2,-0.01,-0.11,0.0,0.05,0.02,0.2,0.03,-0.04,-0.01
Slovenia,2020-02-21,0.0,0,0.0,0.01,-0.01,0.25,0.02,-0.11,0.0,0.05,0.02,0.24,0.03,-0.06,-0.01
Slovenia,2020-02-22,0.0,0,0.0,0.08,0.03,0.45,0.31,0.01,-0.04,0.05,0.02,0.24,0.04,-0.07,-0.01
Slovenia,2020-02-23,0.0,0,0.0,0.09,0.07,0.19,0.24,0.02,-0.03,0.05,0.02,0.21,0.06,-0.07,-0.01
Slovenia,2020-02-24,0.0,0,0.0,0.02,0.09,0.18,0.0,-0.07,0.01,0.05,0.03,0.21,0.07,-0.06,-0.01
Slovenia,2020-02-25,0.0,0,0.0,0.0,0.1,0.13,0.02,-0.06,0.01,0.04,0.04,0.22,0.08,-0.06,-0.01
Slovenia,2020-02-26,0.0,0,0.0,-0.11,-0.04,-0.32,-0.1,-0.07,0.04,0.02,0.04,0.15,0.07,-0.06,-0.0
Slovenia,2020-02-27,0.0,0,0.0,-0.01,0.0,0.03,-0.01,-0.07,0.02,0.01,0.03,0.13,0.07,-0.05,0.0
Slovenia,2020-02-28,0.0,0,0.0,-0.01,0.01,0.09,0.02,-0.07,0.01,0.01,0.04,0.11,0.07,-0.04,0.0
Slovenia,2020-02-29,0.0,0,0.0,-0.01,-0.01,0.02,0.04,0.0,0.0,-0.0,0.03,0.05,0.03,-0.05,0.01
Slovenia,2020-03-01,0.0,0,0.0,-0.14,-0.02,-0.55,-0.13,-0.02,0.02,-0.04,0.02,-0.06,-0.02,-0.05,0.02
Slovenia,2020-03-02,0.0,0,0.0,-0.01,-0.02,-0.1,0.05,0.03,0.0,-0.04,0.0,-0.1,-0.02,-0.04,0.01
Slovenia,2020-03-03,0.0,0,0.0,-0.02,-0.03,-0.15,0.03,0.02,0.01,-0.04,-0.02,-0.14,-0.01,-0.03,0.01
Slovenia,2020-03-04,0.0,0,0.0,0.0,-0.01,-0.05,0.06,0.03,0.0,-0.03,-0.01,-0.1,0.01,-0.01,0.01
Slovenia,2020-03-05,0.0,0,0.0,0.0,0.03,0.01,0.05,0.03,-0.01,-0.03,-0.01,-0.1,0.02,0.0,0.0
Slovenia,2020-03-06,0.0,0,0.0,-0.05,-0.02,-0.23,0.0,0.03,0.01,-0.03,-0.01,-0.15,0.01,0.02,0.0
Slovenia,2020-03-07,0.0,0,0.0,0.03,0.06,0.14,0.07,0.04,0.0,-0.03,-0.0,-0.13,0.02,0.02,0.0
Slovenia,2020-03-08,0.0,0,0.0,0.17,0.22,0.47,0.18,0.03,-0.02,0.02,0.03,0.01,0.06,0.03,-0.0
Slovenia,2020-03-09,0.0,0,0.0,-0.04,-0.01,0.08,0.0,0.01,0.01,0.01,0.03,0.04,0.06,0.03,0.0
Slovenia,2020-03-10,0.0,0,0.0,-0.03,0.05,0.08,0.02,0.01,0.01,0.01,0.05,0.07,0.05,0.03,0.0
Slovenia,2020-03-11,0.0,0,0.0,-0.05,0.05,0.28,0.02,0.0,0.01,0.0,0.05,0.12,0.05,0.02,0.0
Slovenia,2020-03-12,0.0,0,0.0,-0.07,0.29,0.11,-0.05,-0.03,0.02,-0.01,0.09,0.13,0.03,0.01,0.01
Slovenia,2020-03-13,0.0,0,1.0,-0.29,0.18,-0.36,-0.29,-0.13,0.11,-0.04,0.12,0.11,-0.01,-0.01,0.02
Slovenia,2020-03-14,1.0,0,1.0,-0.5,-0.22,-0.32,-0.3,-0.13,0.11,-0.12,0.08,0.05,-0.06,-0.03,0.04
Slovenia,2020-03-15,0.0,0,1.0,-0.61,-0.35,-0.09,-0.28,-0.23,0.08,-0.23,-0.0,-0.03,-0.13,-0.07,0.05
Slovenia,2020-03-16,0.0,0,1.0,-0.67,-0.29,-0.06,-0.53,-0.44,0.2,-0.32,-0.04,-0.05,-0.2,-0.14,0.08
Slovenia,2020-03-17,0.0,0,1.0,-0.73,-0.42,0.0,-0.55,-0.51,0.22,-0.42,-0.11,-0.06,-0.28,-0.21,0.11
Slovenia,2020-03-18,0.0,0,1.0,-0.74,-0.41,-0.06,-0.56,-0.53,0.23,-0.52,-0.17,-0.11,-0.37,-0.29,0.14
Slovenia,2020-03-19,0.0,0,1.0,-0.74,-0.43,-0.03,-0.57,-0.55,0.23,-0.61,-0.28,-0.13,-0.44,-0.36,0.17
Slovenia,2020-03-20,0.0,0,1.0,-0.76,-0.41,-0.2,-0.59,-0.55,0.26,-0.68,-0.36,-0.11,-0.48,-0.42,0.19
Slovenia,2020-03-21,0.0,0,1.0,-0.8,-0.48,-0.41,-0.51,-0.45,0.16,-0.72,-0.4,-0.12,-0.51,-0.47,0.2
Slovenia,2020-03-22,1.0,0,2.0,-0.9,-0.92,-0.59,-0.64,-0.49,0.15,-0.76,-0.48,-0.19,-0.56,-0.5,0.21
Slovenia,2020-03-23,1.0,0,3.0,-0.75,-0.39,-0.47,-0.66,-0.57,0.26,-0.77,-0.49,-0.25,-0.58,-0.52,0.22
Slovenia,2020-03-24,1.0,0,4.0,-0.78,-0.47,-0.54,-0.68,-0.58,0.28,-0.78,-0.5,-0.33,-0.6,-0.53,0.22
Slovenia,2020-03-25,1.0,0,5.0,-0.79,-0.45,-0.63,-0.7,-0.58,0.28,-0.79,-0.51,-0.41,-0.62,-0.54,0.23
Slovenia,2020-03-26,1.0,0,6.0,-0.8,-0.5,-0.64,-0.72,-0.59,0.29,-0.8,-0.52,-0.5,-0.64,-0.54,0.24
Slovenia,2020-03-27,3.0,1,9.0,-0.77,-0.44,-0.42,-0.65,-0.57,0.29,-0.8,-0.52,-0.53,-0.65,-0.55,0.24
Slovenia,2020-03-28,0.0,1,9.0,-0.77,-0.44,-0.25,-0.45,-0.43,0.15,-0.79,-0.52,-0.51,-0.64,-0.54,0.24
Slovenia,2020-03-29,2.0,1,11.0,-0.88,-0.92,-0.43,-0.54,-0.45,0.13,-0.79,-0.52,-0.48,-0.63,-0.54,0.24
Slovenia,2020-03-30,0.0,1,11.0,-0.78,-0.49,-0.64,-0.72,-0.57,0.28,-0.8,-0.53,-0.51,-0.64,-0.54,0.24
Slovenia,2020-03-31,4.0,1,15.0,-0.77,-0.49,-0.43,-0.65,-0.57,0.27,-0.79,-0.53,-0.49,-0.63,-0.54,0.24
Slovenia,2020-04-01,0.0,1,15.0,-0.77,-0.51,-0.35,-0.62,-0.57,0.26,-0.79,-0.54,-0.45,-0.62,-0.54,0.24
Slovenia,2020-04-02,2.0,1,17.0,-0.75,-0.47,-0.3,-0.61,-0.57,0.25,-0.78,-0.54,-0.4,-0.61,-0.53,0.23
Slovenia,2020-04-03,3.0,1,20.0,-0.75,-0.42,-0.35,-0.61,-0.56,0.28,-0.78,-0.53,-0.39,-0.6,-0.53,0.23
Slovenia,2020-04-04,2.0,1,22.0,-0.78,-0.45,-0.44,-0.51,-0.44,0.16,-0.78,-0.54,-0.42,-0.61,-0.53,0.23
Slovenia,2020-04-05,6.0,2,28.0,-0.86,-0.91,-0.34,-0.51,-0.45,0.13,-0.78,-0.53,-0.41,-0.6,-0.53,0.23
Slovenia,2020-04-06,2.0,2,30.0,-0.71,-0.4,-0.14,-0.58,-0.55,0.23,-0.77,-0.52,-0.34,-0.58,-0.53,0.23
Slovenia,2020-04-07,6.0,3,36.0,-0.71,-0.41,-0.1,-0.56,-0.55,0.23,-0.76,-0.51,-0.29,-0.57,-0.53,0.22
Slovenia,2020-04-08,4.0,3,40.0,-0.71,-0.39,-0.15,-0.57,-0.55,0.23,-0.75,-0.49,-0.26,-0.56,-0.52,0.22
Slovenia,2020-04-09,3.0,3,43.0,-0.68,-0.32,-0.16,-0.57,-0.55,0.22,-0.74,-0.47,-0.24,-0.56,-0.52,0.21
Slovenia,2020-04-10,2.0,3,45.0,-0.7,-0.29,-0.24,-0.59,-0.56,0.26,-0.74,-0.45,-0.22,-0.56,-0.52,0.21
Slovenia,2020-04-11,5.0,4,50.0,-0.76,-0.39,-0.34,-0.47,-0.46,0.15,-0.73,-0.44,-0.21,-0.55,-0.52,0.21
Slovenia,2020-04-12,3.0,3,53.0,-0.85,-0.91,-0.23,-0.48,-0.45,0.11,-0.73,-0.44,-0.19,-0.55,-0.52,0.2
Slovenia,2020-04-13,2.0,3,55.0,-0.89,-0.94,0.2,-0.69,-0.88,0.33,-0.76,-0.52,-0.15,-0.56,-0.57,0.22
Slovenia,2020-04-14,1.0,2,56.0,-0.73,-0.37,-0.53,-0.65,-0.53,0.25,-0.76,-0.52,-0.21,-0.57,-0.57,0.22
Slovenia,2020-04-15,5.0,3,61.0,-0.69,-0.35,-0.18,-0.55,-0.52,0.22,-0.76,-0.51,-0.21,-0.57,-0.56,0.22
Slovenia,2020-04-16,0.0,2,61.0,-0.68,-0.35,-0.13,-0.55,-0.51,0.21,-0.76,-0.51,-0.21,-0.57,-0.56,0.22
Slovenia,2020-04-17,5.0,3,66.0,-0.68,-0.29,-0.12,-0.55,-0.5,0.23,-0.75,-0.51,-0.19,-0.56,-0.55,0.21
Slovenia,2020-04-18,4.0,2,70.0,-0.7,-0.31,-0.18,-0.37,-0.32,0.11,-0.75,-0.5,-0.17,-0.55,-0.53,0.21
Slovenia,2020-04-19,4.0,3,74.0,-0.84,-0.9,-0.21,-0.45,-0.34,0.1,-0.74,-0.5,-0.16,-0.54,-0.51,0.21
Slovenia,2020-04-20,3.0,3,77.0,-0.59,-0.33,-0.23,-0.58,-0.48,0.21,-0.7,-0.41,-0.23,-0.53,-0.46,0.19
Slovenia,2020-04-21,0.0,3,77.0,-0.6,-0.36,-0.12,-0.53,-0.48,0.2,-0.68,-0.41,-0.17,-0.51,-0.45,0.18
Slovenia,2020-04-22,2.0,2,79.0,-0.6,-0.34,-0.06,-0.51,-0.47,0.19,-0.67,-0.41,-0.15,-0.51,-0.44,0.18
Slovenia,2020-04-23,0.0,2,79.0,-0.58,-0.31,-0.01,-0.5,-0.47,0.18,-0.66,-0.41,-0.13,-0.5,-0.44,0.17
Slovenia,2020-04-24,1.0,2,80.0,-0.58,-0.26,-0.06,-0.51,-0.45,0.2,-0.64,-0.4,-0.12,-0.49,-0.43,0.17
Slovenia,2020-04-25,1.0,1,81.0,-0.57,-0.17,-0.14,-0.34,-0.28,0.09,-0.62,-0.38,-0.12,-0.49,-0.42,0.17
Slovenia,2020-04-26,1.0,1,82.0,-0.77,-0.88,-0.09,-0.38,-0.33,0.08,-0.61,-0.38,-0.1,-0.48,-0.42,0.16
Slovenia,2020-04-27,1.0,0,83.0,-0.83,-0.92,0.37,-0.61,-0.82,0.28,-0.65,-0.46,-0.02,-0.48,-0.47,0.17
Slovenia,2020-04-28,3.0,1,86.0,-0.47,-0.1,-0.03,-0.48,-0.5,0.16,-0.63,-0.43,-0.0,-0.48,-0.47,0.17
Slovenia,2020-04-29,3.0,1,89.0,-0.54,-0.15,-0.33,-0.55,-0.51,0.21,-0.62,-0.4,-0.04,-0.48,-0.48,0.17
Slovenia,2020-04-30,2.0,1,91.0,-0.36,0.19,0.12,-0.41,-0.51,0.14,-0.59,-0.33,-0.02,-0.47,-0.49,0.17
Slovenia,2020-05-01,1.0,1,92.0,-0.86,-0.92,0.08,-0.67,-0.85,0.31,-0.63,-0.42,-0.0,-0.49,-0.54,0.18
Slovenia,2020-05-02,2.0,1,94.0,-0.81,-0.9,-0.01,-0.41,-0.47,0.11,-0.66,-0.53,0.02,-0.5,-0.57,0.18
Slovenia,2020-05-03,2.0,2,96.0,-0.57,-0.25,0.27,-0.21,-0.17,0.03,-0.63,-0.44,0.07,-0.48,-0.55,0.18
Slovenia,2020-05-04,1.0,2,97.0,-0.25,-0.16,0.3,-0.42,-0.37,0.12,-0.55,-0.33,0.06,-0.45,-0.48,0.15
Slovenia,2020-05-05,1.0,1,98.0,-0.33,-0.18,-0.11,-0.48,-0.38,0.15,-0.53,-0.34,0.05,-0.45,-0.47,0.15
Slovenia,2020-05-06,1.0,1,99.0,-0.31,-0.19,0.14,-0.42,-0.37,0.13,-0.5,-0.34,0.11,-0.43,-0.45,0.14
Slovenia,2020-05-07,0.0,1,99.0,-0.28,-0.18,0.37,-0.41,-0.36,0.12,-0.49,-0.4,0.15,-0.43,-0.42,0.14
Slovenia,2020-05-08,1.0,1,100.0,-0.28,-0.15,0.43,-0.4,-0.35,0.13,-0.4,-0.29,0.2,-0.39,-0.35,0.11
Slovenia,2020-05-09,1.0,1,101.0,-0.28,-0.12,0.52,-0.15,-0.12,0.02,-0.33,-0.18,0.27,-0.36,-0.3,0.1
Slovenia,2020-05-10,1.0,0,102.0,-0.43,-0.81,0.41,-0.18,-0.13,0.02,-0.31,-0.26,0.29,-0.35,-0.3,0.1
Slovenia,2020-05-11,0.0,0,102.0,-0.28,-0.15,-0.06,-0.45,-0.34,0.13,-0.31,-0.25,0.24,-0.36,-0.29,0.1
Slovenia,2020-05-12,0.0,0,102.0,-0.37,-0.19,-0.35,-0.5,-0.35,0.16,-0.32,-0.26,0.21,-0.36,-0.29,0.1
Slovenia,2020-05-13,1.0,0,103.0,-0.28,-0.17,0.06,-0.37,-0.32,0.13,-0.31,-0.25,0.2,-0.35,-0.28,0.1
Slovenia,2020-05-14,0.0,0,103.0,-0.25,-0.16,0.11,-0.36,-0.31,0.11,-0.31,-0.25,0.16,-0.34,-0.27,0.1
Slovenia,2020-05-15,0.0,0,103.0,-0.29,-0.12,-0.08,-0.4,-0.31,0.13,-0.31,-0.25,0.09,-0.34,-0.27,0.1
Slovenia,2020-05-16,0.0,0,103.0,-0.26,-0.04,0.12,-0.18,-0.1,0.04,-0.31,-0.23,0.03,-0.35,-0.27,0.1
Slovenia,2020-05-17,1.0,0,104.0,-0.41,-0.81,0.29,-0.15,-0.1,0.03,-0.31,-0.23,0.01,-0.34,-0.26,0.1
Slovenia,2020-05-18,0.0,0,104.0,-0.09,-0.08,0.41,-0.27,-0.25,0.08,-0.28,-0.22,0.08,-0.32,-0.25,0.1
Slovenia,2020-05-19,0.0,0,104.0,-0.18,-0.09,-0.2,-0.37,-0.26,0.11,-0.25,-0.21,0.1,-0.3,-0.24,0.09
Slovenia,2020-05-20,1.0,0,105.0,-0.12,-0.08,0.14,-0.27,-0.25,0.09,-0.23,-0.2,0.11,-0.29,-0.23,0.08
Slovenia,2020-05-21,1.0,0,106.0,-0.07,-0.06,0.46,-0.23,-0.26,0.07,-0.2,-0.18,0.16,-0.27,-0.22,0.08
Slovenia,2020-05-22,0.0,0,106.0,-0.13,-0.09,0.56,-0.24,-0.24,0.07,-0.18,-0.18,0.25,-0.24,-0.21,0.07
